Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
C_CND_007048,20-Oct-2022,Cristian,Female,13500,Motor Vehicle Branch Office,Lexus,LS400,Overhead Camshaft,Manual,Red,"$13,000.",78758-7841,Sedan,8044925,Austin
C_CND_007049,20-Oct-2022,Cristofer,Male,495000,Nebo Chevrolet,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Red,"$19,000.",06457-3834,Sedan,8895808,Middletown
C_CND_007050,20-Oct-2022,Cristopher,Female,1357500,New Castle Ford Lincoln Mercury,Audi,A4,Double Overhead Camshaft,Auto,Black,"$27,750.",60504-7114,Hatchback,7149739,Aurora
C_CND_007051,20-Oct-2022,Faith,Male,13500,Progressive Shippers Cooperative Association No,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,"$16,000.",53546-9427,Hatchback,6028940,Janesville
C_CND_007052,20-Oct-2022,Juitette,Male,790000,C & M Motors Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,"$26,000.",60504-7114,Hardtop,6975582,Aurora
C_CND_007053,20-Oct-2022,Fatoumata,Male,550000,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,"$37,000.",78758-7841,Passenger,8623688,Austin
C_CND_007054,20-Oct-2022,Gabriella,Male,373500,Ryder Truck Rental and Leasing,Mercedes-B,SLK,Double Overhead Camshaft,Auto,Pale White,"$46,500.",06457-3834,Passenger,7085384,Middletown
C_CND_007055,20-Oct-2022,Gabrielle,Male,13500,Saab-Belle Dodge,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,"$23,000.",60504-7114,Hatchback,6013450,Aurora
C_CND_007056,20-Oct-2022,Beckett,Male,13500,Ryder Truck Rental and Leasing,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,"$33,000.",06457-3834,Hatchback,8405634,Middletown
C_CND_007057,20-Oct-2022,Ben,Male,1401000,Saab-Belle Dodge,Toyota,4Runner,Double Overhead Camshaft,Auto,Black,"$26,100.",60504-7114,Sedan,8691703,Aurora
C_CND_007058,20-Oct-2022,Benjamin,Male,1782000,Scrivener Performance Engineering,Ford,F-Series,Overhead Camshaft,Manual,Black,"$22,200.",38701-8047,Passenger,7217699,Greenville
C_CND_007059,20-Oct-2022,Bennett,Female,1300000,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Red,"$17,000.",99301-3882,SUV,6591335,Pasco
C_CND_007060,20-Oct-2022,Benzion,Male,13500,Suburban Ford,Saab,03-09-2020,Double Overhead Camshaft,Auto,Black,"$23,000.",53546-9427,Sedan,6427336,Janesville
C_CND_007061,20-Oct-2022,Candice,Male,925000,Pars Auto Sales,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,"$16,000.",38701-8047,Hardtop,6216070,Greenville
C_CND_007062,20-Oct-2022,Bruchy,Male,550000,Gartner Buick Hyundai Saab,Chrysler,300M,Double Overhead Camshaft,Auto,Pale White,"$22,000.",38701-8047,SUV,7050997,Greenville
C_CND_007063,20-Oct-2022,Caitlin,Male,13500,Hatfield Volkswagen,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,"$27,000.",99301-3882,Hatchback,7999885,Pasco
C_CND_007064,20-Oct-2022,Camilla,Male,580000,Iceberg Rentals,Volkswagen,Passat,Double Overhead Camshaft,Auto,Red,"$13,000.",53546-9427,Hatchback,7263808,Janesville
C_CND_007065,20-Oct-2022,Camille,Female,13500,McKinney Dodge Chrysler Jeep,Cadillac,Eldorado,Double Overhead Camshaft,Auto,Pale White,"$17,000.",85257-3102,Passenger,8634217,Scottsdale
C_CND_007066,20-Oct-2022,Daniel,Male,550000,Ryder Truck Rental and Leasing,Mercury,Sable,Double Overhead Camshaft,Auto,Red,"$39,000.",06457-3834,Sedan,7303076,Scottsdale
C_CND_007067,20-Oct-2022,Danny,Male,13500,Saab-Belle Dodge,Ford,Explorer,Double Overhead Camshaft,Auto,Pale White,"$42,000.",60504-7114,Hatchback,8389787,Austin
C_CND_007068,20-Oct-2022,Dante,Male,1355000,Scrivener Performance Engineering,Cadillac,Escalade,Double Overhead Camshaft,Auto,Pale White,"$38,500.",38701-8047,Sedan,7245042,Middletown
C_CND_007069,20-Oct-2022,Dariel,Male,1388000,Star Enterprises Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,"$85,800.",99301-3882,Passenger,6544024,Aurora
C_CND_007070,20-Oct-2022,Darwin,Male,964000,Suburban Ford,Dodge,Ram Van,Double Overhead Camshaft,Auto,Black,"$60,000.",53546-9427,Hatchback,6068507,Greenville
C_CND_007071,22-Oct-2022,Damian,Male,370000,Pars Auto Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,"$12,000.",38701-8047,Passenger,6726470,Greenville
C_CND_007072,22-Oct-2022,Damien,Male,1100000,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,Celica,Double Overhead Camshaft,Auto,Pale White,"$25,000.",99301-3882,SUV,7916663,Pasco
C_CND_007073,22-Oct-2022,Genesis,Male,280500,Scrivener Performance Engineering,Ford,Explorer,Double Overhead Camshaft,Auto,Black,"$22,500.",38701-8047,Hatchback,6700356,Greenville
C_CND_007074,22-Oct-2022,Gianna,Male,640000,Star Enterprises Inc,Honda,Accord,Overhead Camshaft,Manual,Black,"$43,000.",99301-3882,Sedan,6756595,Pasco
C_CND_007075,22-Oct-2022,Berish,Male,13500,Tri-State Mack Inc,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Red,"$45,000.",85257-3102,SUV,8392467,Scottsdale
C_CND_007076,22-Oct-2022,Binyomin,Male,735000,U-Haul CO,Chrysler,LHS,Double Overhead Camshaft,Auto,Pale White,"$21,000.",78758-7841,Hatchback,6742990,Austin
C_CND_007077,22-Oct-2022,Matteo,Male,743000,Pitre Buick-Pontiac-Gmc of Scottsdale,Honda,Passport,Overhead Camshaft,Manual,Pale White,"$13,000.",99301-3882,Hardtop,6136199,Pasco
C_CND_007078,22-Oct-2022,Cassidy,Female,637000,Nebo Chevrolet,Volvo,S40,Overhead Camshaft,Manual,Black,"$36,000.",06457-3834,Sedan,7639664,Middletown
C_CND_007079,22-Oct-2022,David,Male,1805000,Tri-State Mack Inc,Jaguar,S-Type,Double Overhead Camshaft,Auto,Black,"$16,500.",85257-3102,Passenger,7449006,Pasco
C_CND_007080,22-Oct-2022,Dennis,Male,1420000,U-Haul CO,Lexus,LS400,Overhead Camshaft,Manual,Black,"$69,000.",78758-7841,Sedan,6461899,Janesville
C_CND_007081,23-Oct-2022,Daniel,Male,13500,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Red,"$69,000.",53546-9427,Passenger,8488660,Janesville
C_CND_007082,23-Oct-2022,Danny,Male,1100000,Rabun Used Car Sales,Toyota,Camry,Overhead Camshaft,Manual,Black,"$34,000.",85257-3102,Hatchback,6008010,Scottsdale
C_CND_007083,23-Oct-2022,Dante,Male,1355000,Race Car Help,Mercury,Cougar,Double Overhead Camshaft,Auto,Black,"$33,500.",78758-7841,Hatchback,8451657,Austin
C_CND_007084,23-Oct-2022,Dariel,Male,1206000,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,"$45,600.",06457-3834,Passenger,8829776,Middletown
C_CND_007085,23-Oct-2022,Darwin,Male,486500,Saab-Belle Dodge,BMW,528i,Double Overhead Camshaft,Auto,Black,"$31,500.",60504-7114,SUV,8656029,Aurora
C_CND_007086,23-Oct-2022,David,Male,1010000,Scrivener Performance Engineering,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,"$26,001.",38701-8047,Hatchback,7659590,Greenville
C_CND_007087,23-Oct-2022,Dennis,Female,597000,Star Enterprises Inc,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,"$17,001.",99301-3882,Sedan,8207591,Pasco
C_CND_007088,23-Oct-2022,Dereck,Female,1205000,Suburban Ford,Chevrolet,Camaro,Double Overhead Camshaft,Auto,Pale White,"$17,501.",53546-9427,Sedan,7869662,Janesville
C_CND_007089,23-Oct-2022,Derek,Male,899000,Tri-State Mack Inc,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Pale White,"$25,001.",85257-3102,SUV,6204396,Scottsdale
C_CND_007090,23-Oct-2022,Derick,Female,1375000,U-Haul CO,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,"$28,501.",78758-7841,Sedan,6402728,Austin
C_CND_007091,23-Oct-2022,Devin,Male,13500,Progressive Shippers Cooperative Association No,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,Pale White,"$10,001.",53546-9427,SUV,8572488,Janesville
C_CND_007092,23-Oct-2022,Diego,Male,1415000,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Red,"$25,501.",85257-3102,Hatchback,6577663,Austin
C_CND_007093,23-Oct-2022,Dominic,Male,1185000,Race Car Help,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,"$49,501.",78758-7841,Hatchback,8509497,Austin
C_CND_007094,23-Oct-2022,Dominick,Male,1060000,Ryder Truck Rental and Leasing,Audi,A6,Overhead Camshaft,Manual,Black,"$15,001.",06457-3834,SUV,6262413,Middletown
C_CND_007095,23-Oct-2022,Dylan,Male,716000,Saab-Belle Dodge,Nissan,Sentra,Double Overhead Camshaft,Auto,Black,"$16,001.",60504-7114,Passenger,7261871,Aurora
C_CND_007096,23-Oct-2022,Giselle,Male,1322000,Suburban Ford,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,"$21,200.",53546-9427,Hatchback,6847587,Janesville
C_CND_007097,23-Oct-2022,Leo,Male,775500,Diehl Motor CO Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,"$26,500.",06457-3834,Hardtop,7512836,Middletown
C_CND_007098,23-Oct-2022,Hailey,Male,13500,U-Haul CO,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,"$17,000.",78758-7841,Hatchback,7012468,Austin
C_CND_007099,23-Oct-2022,Madeleine,Male,13500,Scrivener Performance Engineering,Ford,Ranger,Double Overhead Camshaft,Auto,Black,"$61,000.",38701-8047,Hardtop,8645812,Greenville
C_CND_007100,23-Oct-2022,Madeline,Male,2050000,Star Enterprises Inc,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,Pale White,"$45,000.",99301-3882,Hardtop,7585082,Pasco
C_CND_007101,23-Oct-2022,Hawa,Male,705000,Capitol KIA,Toyota,Camry,Overhead Camshaft,Manual,Black,"$34,000.",38701-8047,Hatchback,8136531,Greenville
C_CND_007102,23-Oct-2022,Heaven,Male,705000,Chrysler of Tri-Cities,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Red,"$19,000.",99301-3882,Sedan,6719453,Pasco
C_CND_007103,23-Oct-2022,Imani,Male,790000,Chrysler Plymouth,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,"$29,000.",53546-9427,Passenger,6743649,Janesville
C_CND_007104,23-Oct-2022,Isabella,Male,676000,Classic Chevy,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,"$21,000.",85257-3102,SUV,8808218,Scottsdale
C_CND_007105,23-Oct-2022,Isabelle,Male,704500,Clay Johnson Auto Sales,Chrysler,300M,Double Overhead Camshaft,Auto,Black,"$26,500.",78758-7841,SUV,8124846,Austin
C_CND_007106,23-Oct-2022,Madison,Male,13500,Tri-State Mack Inc,Subaru,Forester,Double Overhead Camshaft,Auto,Black,"$22,000.",85257-3102,Hardtop,8294119,Austin
C_CND_007107,23-Oct-2022,Jada,Male,598000,Enterprise Rent A Car,Ford,F-Series,Overhead Camshaft,Manual,Pale White,"$14,000.",60504-7114,Passenger,6099447,Aurora
C_CND_007108,23-Oct-2022,Jade,Male,592000,Gartner Buick Hyundai Saab,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,"$20,000.",38701-8047,SUV,7001557,Greenville
C_CND_007109,23-Oct-2022,Jaliyah,Male,602000,Hatfield Volkswagen,Nissan,Frontier,Double Overhead Camshaft,Auto,Pale White,"$26,000.",99301-3882,Hatchback,8503777,Pasco
C_CND_007110,23-Oct-2022,Marcus,Male,840000,McKinney Dodge Chrysler Jeep,Mercury,Mountaineer,Double Overhead Camshaft,Auto,Pale White,"$21,000.",85257-3102,Hardtop,8947044,Austin
C_CND_007111,23-Oct-2022,Blake,Male,1520000,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Red,"$21,000.",06457-3834,SUV,8364155,Middletown
C_CND_007112,23-Oct-2022,Boruch,Male,990000,C & M Motors Inc,Oldsmobile,Cutlass,Double Overhead Camshaft,Auto,Red,"$15,000.",60504-7114,Sedan,7976255,Aurora
C_CND_007113,23-Oct-2022,Brady,Male,13500,Capitol KIA,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Red,"$12,000.",38701-8047,SUV,8800077,Greenville
C_CND_007114,23-Oct-2022,Jade,Male,5410000,Classic Chevy,Volvo,S70,Overhead Camshaft,Manual,Pale White,"$24,001.",85257-3102,Hardtop,6219712,Austin
C_CND_007115,23-Oct-2022,Brayden,Male,878000,Chrysler Plymouth,Ford,Contour,Double Overhead Camshaft,Auto,Pale White,"$62,000.",53546-9427,Sedan,7188926,Janesville
C_CND_007116,23-Oct-2022,Brendan,Male,973500,Classic Chevy,Ford,Mustang,Overhead Camshaft,Manual,Red,"$43,501.",85257-3102,Hatchback,7466810,Scottsdale
C_CND_007117,23-Oct-2022,Brian,Male,751800,Clay Johnson Auto Sales,Lincoln,Navigator,Double Overhead Camshaft,Auto,Black,"$19,801.",78758-7841,Sedan,6137666,Austin
C_CND_007118,23-Oct-2022,Carla,Female,1175000,Race Car Help,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,"$42,501.",78758-7841,Hardtop,6196940,Austin
C_CND_007119,23-Oct-2022,Bryan,Male,1202000,Enterprise Rent A Car,BMW,328i,Double Overhead Camshaft,Auto,Black,"$18,201.",60504-7114,Sedan,6473774,Aurora
C_CND_007120,23-Oct-2022,Dylan,Male,825000,Race Car Help,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,"$42,001.",78758-7841,Hardtop,7258210,Austin
C_CND_007121,23-Oct-2022,Caden,Female,900000,Hatfield Volkswagen,Buick,Park Avenue,Double Overhead Camshaft,Auto,Pale White,"$62,001.",99301-3882,Hatchback,7471874,Pasco
C_CND_007122,23-Oct-2022,Caleb,Male,1810000,Iceberg Rentals,Volkswagen,Passat,Double Overhead Camshaft,Auto,Pale White,"$32,000.",53546-9427,Hatchback,6214455,Janesville
C_CND_007123,23-Oct-2022,Calvin,Female,1150000,McKinney Dodge Chrysler Jeep,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,"$43,000.",85257-3102,Sedan,8978962,Scottsdale
C_CND_007124,23-Oct-2022,Cameron,Female,901000,Motor Vehicle Branch Office,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Red,"$12,000.",78758-7841,SUV,7059192,Austin
C_CND_007125,23-Oct-2022,Carmine,Male,826000,Nebo Chevrolet,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,"$24,000.",06457-3834,Passenger,6533507,Middletown
C_CND_007126,23-Oct-2022,Catherine,Male,559000,New Castle Ford Lincoln Mercury,Lincoln,Navigator,Double Overhead Camshaft,Auto,Black,"$19,000.",60504-7114,Sedan,8893268,Aurora
C_CND_007127,23-Oct-2022,Cecilia,Male,570000,Pars Auto Sales,Nissan,Frontier,Double Overhead Camshaft,Auto,Pale White,"$18,000.",38701-8047,Hatchback,8370166,Greenville
C_CND_007128,23-Oct-2022,Celine,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Contour,Double Overhead Camshaft,Auto,Pale White,"$62,000.",99301-3882,Sedan,8630793,Pasco
C_CND_007129,23-Oct-2022,Chana,Male,250000,Progressive Shippers Cooperative Association No,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,Black,"$39,000.",53546-9427,SUV,6528757,Janesville
C_CND_007130,23-Oct-2022,Jean-Francois,Male,1060000,Star Enterprises Inc,Dodge,Caravan,Overhead Camshaft,Manual,Red,"$24,000.",99301-3882,Hardtop,6298574,Pasco
C_CND_007131,23-Oct-2022,Charlotte,Male,505000,Race Car Help,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Pale White,"$46,000.",78758-7841,SUV,6657135,Austin
C_CND_007132,23-Oct-2022,Chava,Male,980000,Ryder Truck Rental and Leasing,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,"$22,000.",06457-3834,Hatchback,8940479,Middletown
C_CND_007133,23-Oct-2022,Victoire,Female,13500,Race Car Help,Saturn,SC,Overhead Camshaft,Manual,Red,"$61,000.",78758-7841,Hardtop,8779183,Austin
C_CND_007134,23-Oct-2022,Chaya,Male,495000,Scrivener Performance Engineering,Plymouth,Prowler,Double Overhead Camshaft,Auto,Red,"$15,000.",38701-8047,Hatchback,8718391,Greenville
C_CND_007135,23-Oct-2022,Chiara,Male,320000,Star Enterprises Inc,Toyota,Camry,Double Overhead Camshaft,Auto,Red,"$31,000.",99301-3882,Hatchback,8181081,Pasco
C_CND_007136,23-Oct-2022,Chloe,Male,13500,Suburban Ford,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,"$23,000.",53546-9427,Hatchback,8124935,Janesville
C_CND_007137,23-Oct-2022,Christina,Male,617500,Tri-State Mack Inc,Ford,Crown Victoria,Double Overhead Camshaft,Auto,Red,"$29,500.",85257-3102,Passenger,6277190,Scottsdale
C_CND_007138,23-Oct-2022,Claire,Male,1282500,U-Haul CO,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,"$17,250.",78758-7841,Hatchback,8543648,Austin
C_CND_007139,23-Oct-2022,Florent,Male,625500,Ryder Truck Rental and Leasing,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,"$11,500.",06457-3834,Hardtop,8289225,Middletown
C_CND_007140,23-Oct-2022,Claudia,Male,419000,Rabun Used Car Sales,Dodge,Viper,Overhead Camshaft,Manual,Black,"$26,000.",85257-3102,SUV,7209618,Scottsdale
C_CND_007141,23-Oct-2022,Dereck,Male,735000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,"$16,000.",06457-3834,Passenger,8341306,Scottsdale
C_CND_007142,23-Oct-2022,Derek,Male,440000,C & M Motors Inc,Toyota,Camry,Double Overhead Camshaft,Auto,Red,"$31,000.",60504-7114,Hatchback,7289517,Austin
C_CND_007143,23-Oct-2022,Derick,Male,2200000,Capitol KIA,Cadillac,Escalade,Overhead Camshaft,Manual,Black,"$34,000.",38701-8047,Sedan,8151676,Middletown
C_CND_007144,23-Oct-2022,Devin,Male,13500,Chrysler of Tri-Cities,Jeep,Cherokee,Double Overhead Camshaft,Auto,Red,"$14,000.",99301-3882,Sedan,6105356,Aurora
C_CND_007145,23-Oct-2022,Diego,Male,2300000,Chrysler Plymouth,Ford,Expedition,Overhead Camshaft,Manual,Red,"$22,000.",53546-9427,SUV,8655457,Greenville
C_CND_007146,23-Oct-2022,Dominic,Male,727000,Classic Chevy,Audi,A8,Overhead Camshaft,Manual,Red,"$13,000.",85257-3102,Passenger,7233475,Pasco
C_CND_007147,23-Oct-2022,Dominick,Female,674000,Clay Johnson Auto Sales,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,"$37,000.",78758-7841,Passenger,8710960,Janesville
C_CND_007148,23-Oct-2022,Thomas,Male,640000,Suburban Ford,Nissan,Pathfinder,Double Overhead Camshaft,Auto,Red,"$31,000.",53546-9427,Hardtop,6494747,Janesville
C_CND_007149,23-Oct-2022,Eddie,Male,1050000,Enterprise Rent A Car,Dodge,Viper,Double Overhead Camshaft,Auto,Pale White,"$25,000.",60504-7114,SUV,7842112,Austin
C_CND_007150,23-Oct-2022,Zain,Female,1061000,Buddy Storbeck's Diesel Service Inc,Ford,Ranger,Overhead Camshaft,Manual,Black,"$18,100.",06457-3834,Hardtop,6785220,Middletown
C_CND_007151,23-Oct-2022,Edison,Female,1145000,Hatfield Volkswagen,Acura,RL,Overhead Camshaft,Manual,Pale White,"$17,500.",99301-3882,SUV,7736472,Aurora
C_CND_007152,23-Oct-2022,Eduardo,Female,890000,Iceberg Rentals,Honda,CR-V,Double Overhead Camshaft,Auto,Pale White,"$22,000.",53546-9427,SUV,7398306,Greenville
C_CND_007153,23-Oct-2022,Edward,Male,510000,McKinney Dodge Chrysler Jeep,Toyota,RAV4,Double Overhead Camshaft,Auto,Black,"$28,000.",85257-3102,Hatchback,7540129,Pasco
C_CND_007154,23-Oct-2022,Abdoulaye,Female,717000,Chrysler Plymouth,Chevrolet,Malibu,Double Overhead Camshaft,Auto,Black,"$16,000.",53546-9427,Hardtop,7675125,Janesville
C_CND_007155,23-Oct-2022,Adonis,Male,800000,Diehl Motor CO Inc,Infiniti,I30,Overhead Camshaft,Manual,Red,"$22,000.",06457-3834,Hardtop,7616658,Middletown
C_CND_007156,24-Oct-2022,Eddie,Male,13500,Scrivener Performance Engineering,Saturn,LS,Double Overhead Camshaft,Auto,Pale White,"$45,001.",38701-8047,Sedan,6215336,Greenville
C_CND_007157,24-Oct-2022,Edgar,Female,1302500,Star Enterprises Inc,Plymouth,Neon,Double Overhead Camshaft,Auto,Pale White,"$27,251.",99301-3882,SUV,7606624,Pasco
C_CND_007158,24-Oct-2022,Edison,Male,1550000,Suburban Ford,Acura,RL,Overhead Camshaft,Manual,Pale White,"$17,001.",53546-9427,SUV,6199404,Janesville
C_CND_007159,24-Oct-2022,Eduardo,Female,1279000,Tri-State Mack Inc,Toyota,Sienna,Overhead Camshaft,Manual,Black,"$16,901.",85257-3102,Passenger,6825337,Scottsdale
C_CND_007160,24-Oct-2022,Edward,Male,840000,U-Haul CO,Toyota,Corolla,Double Overhead Camshaft,Auto,Red,"$41,001.",78758-7841,Passenger,8472405,Austin
C_CND_007161,24-Oct-2022,Janelle,Male,1095000,McKinney Dodge Chrysler Jeep,Dodge,Durango,Double Overhead Camshaft,Auto,Pale White,"$10,500.",85257-3102,SUV,7668202,Scottsdale
C_CND_007162,24-Oct-2022,Mason,Male,1860000,Nebo Chevrolet,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,Red,"$39,001.",06457-3834,Hardtop,6928412,Middletown
C_CND_007163,24-Oct-2022,Jasmine,Male,735000,Nebo Chevrolet,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,"$24,000.",06457-3834,Passenger,8767730,Middletown
C_CND_007164,24-Oct-2022,Jayla,Male,1425500,New Castle Ford Lincoln Mercury,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Red,"$39,550.",60504-7114,SUV,8246725,Aurora
C_CND_007165,24-Oct-2022,Jessica,Male,1320000,Pars Auto Sales,Jeep,Wrangler,Overhead Camshaft,Manual,Red,"$13,000.",38701-8047,Hatchback,6630515,Greenville
C_CND_007166,24-Oct-2022,Carter,Male,900000,New Castle Ford Lincoln Mercury,Dodge,Durango,Overhead Camshaft,Manual,Pale White,"$27,000.",60504-7114,SUV,8038158,Aurora
C_CND_007167,24-Oct-2022,Chaim,Male,888000,Pars Auto Sales,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,"$27,000.",38701-8047,Passenger,6631194,Greenville
C_CND_007168,24-Oct-2022,Anais,Male,870000,Saab-Belle Dodge,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,"$29,001.",60504-7114,Hardtop,8701932,Aurora
C_CND_007169,24-Oct-2022,Charlie,Male,13500,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,Double Overhead Camshaft,Auto,Pale White,"$46,000.",53546-9427,Sedan,6239380,Janesville
C_CND_007170,24-Oct-2022,Idriss,Male,13500,Scrivener Performance Engineering,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,"$21,001.",38701-8047,Hardtop,8870019,Greenville
C_CND_007171,24-Oct-2022,Armand,Male,600000,Diehl Motor CO Inc,Pontiac,Firebird,Overhead Camshaft,Manual,Black,"$43,000.",06457-3834,Hardtop,7664525,Middletown
C_CND_007172,24-Oct-2022,Colette,Male,1590000,Ryder Truck Rental and Leasing,Toyota,Corolla,Double Overhead Camshaft,Auto,Red,"$41,000.",06457-3834,Passenger,8867418,Middletown
C_CND_007173,24-Oct-2022,Cora,Female,1710000,Saab-Belle Dodge,Honda,CR-V,Double Overhead Camshaft,Auto,Red,"$12,000.",60504-7114,SUV,7174485,Aurora
C_CND_007174,24-Oct-2022,Dahlia,Male,592000,Scrivener Performance Engineering,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,"$22,000.",38701-8047,Passenger,7457778,Greenville
C_CND_007175,24-Oct-2022,Mathis,Female,530000,Iceberg Rentals,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,"$17,000.",53546-9427,Hardtop,7239093,Janesville
C_CND_007176,24-Oct-2022,Elian,Male,635000,New Castle Ford Lincoln Mercury,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Pale White,"$46,000.",60504-7114,SUV,8878847,Austin
C_CND_007177,24-Oct-2022,Adrian,Female,375000,Enterprise Rent A Car,Plymouth,Breeze,Double Overhead Camshaft,Auto,Red,"$39,000.",60504-7114,Hardtop,6033389,Aurora
C_CND_007178,24-Oct-2022,Amadou,Male,957500,New Castle Ford Lincoln Mercury,Chrysler,Concorde,Double Overhead Camshaft,Auto,Black,"$12,500.",60504-7114,Hardtop,8340195,Aurora
C_CND_007179,24-Oct-2022,Elvis,Female,13500,Progressive Shippers Cooperative Association No,Porsche,Carrera Cabrio,Double Overhead Camshaft,Auto,Pale White,"$18,000.",53546-9427,Passenger,7981930,Greenville
C_CND_007180,24-Oct-2022,Emanuel,Male,1172000,Rabun Used Car Sales,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Red,"$22,200.",85257-3102,Passenger,6999217,Pasco
C_CND_007181,25-Oct-2022,Edwin,Male,1110000,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,Double Overhead Camshaft,Auto,Red,"$31,001.",06457-3834,Hatchback,6338994,Middletown
C_CND_007182,25-Oct-2022,Eli,Female,1150000,C & M Motors Inc,Dodge,Viper,Double Overhead Camshaft,Auto,Pale White,"$25,001.",60504-7114,SUV,7609624,Aurora
C_CND_007183,25-Oct-2022,Elian,Male,1106000,Capitol KIA,Mercedes-B,SLK230,Double Overhead Camshaft,Auto,Black,"$33,601.",38701-8047,Hatchback,6703433,Greenville
C_CND_007184,25-Oct-2022,Elias,Female,850000,Chrysler of Tri-Cities,Jeep,Grand Cherokee,Double Overhead Camshaft,Auto,Pale White,"$36,001.",99301-3882,SUV,8645529,Pasco
C_CND_007185,25-Oct-2022,Elijah,Female,1130000,Chrysler Plymouth,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,"$44,001.",53546-9427,Hatchback,6487821,Janesville
C_CND_007186,25-Oct-2022,Elvis,Female,1235000,Classic Chevy,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,"$26,501.",85257-3102,Sedan,7696439,Scottsdale
C_CND_007187,25-Oct-2022,Jordyn,Male,1270000,Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Sentra,Double Overhead Camshaft,Auto,Black,"$16,000.",99301-3882,Passenger,6714416,Pasco
C_CND_007188,25-Oct-2022,Journey,Male,650000,Progressive Shippers Cooperative Association No,Honda,Civic,Double Overhead Camshaft,Auto,Pale White,"$25,000.",53546-9427,Hatchback,7313776,Janesville
C_CND_007189,25-Oct-2022,Kadiatou,Male,13500,Rabun Used Car Sales,Chevrolet,Metro,Double Overhead Camshaft,Auto,Pale White,"$19,000.",85257-3102,Passenger,8833209,Scottsdale
